"","TruePrice","PredictPrice","TestError","ErrorPercentage"
"4157",222000,235652.349916667,13652.3499166667,0.0579342829447469
"4156",415000,360844.95,-54155.05,-0.150078447820872
"4155",631000,649865.268333333,18865.2683333333,0.0290295069649065
"4154",435000,519897.736,84897.736,0.163296991160585
"4153",378950,409614.546,30664.546,0.074861955707989
"4152",825000,919092.122666666,94092.1226666664,0.102375072472242
"4151",260600,333330.823,72730.8230000001,0.218194112219859
"4150",4e+06,3190022.46666667,-809977.533333333,-0.253909664209888
"4149",430000,332782.214333333,-97217.7856666667,-0.292136362700225
"4148",550500,583266.981833333,32766.9818333331,0.0561783588886508
"4147",330600,382837.297666667,52237.2976666667,0.13644777555647
"4146",290000,284963.649166667,-5036.35083333333,-0.0176736606513195
"4145",701000,657883.598166667,-43116.4018333334,-0.0655380403972473
"4144",526000,491849.4585,-34150.5415,-0.069432914705547
"4143",260000,269074.575,9074.57500000001,0.0337251299198373
"4142",545000,582215.593333333,37215.5933333334,0.0639206399819431
"4141",1210000,964344.153833333,-245655.846166667,-0.254738772657218
"4140",339999,380584.015083333,40585.0150833333,0.10663878007185
"4139",545000,591494.894333333,46494.8943333332,0.0786057407743766
"4138",399950,413566.187083333,13616.1870833334,0.0329238402669262
"4137",7e+05,806284.129166667,106284.129166667,0.131819696459257
"4136",625000,680566.94,55566.9399999998,0.0816480154031576
"4135",292000,320765.905,28765.9049999999,0.0896788110943397
"4134",523000,400826.31275,-122173.68725,-0.304804558392855
"4133",740000,826745.293916666,86745.2939166664,0.104923843600869
"4132",525000,465176.393333333,-59823.6066666666,-0.128604132806453
"4131",750500,752056.97,1556.96999999986,0.00207028198940814
"4130",625000,505887.69525,-119112.30475,-0.235452069438331
"4129",245000,268673.979583333,23673.9795833333,0.0881141509127439
"4128",360000,440419.821666667,80419.8216666667,0.182598097793002
"4127",480000,568015.076333334,88015.0763333335,0.154952007438765
"4126",346500,334098.11,-12401.89,-0.0371205033156279
"4125",277500,224172.198333333,-53327.8016666666,-0.237887668779385
"4124",235000,262437.207333333,27437.2073333333,0.104547703475918
"4123",282000,362538.244083333,80538.2440833333,0.222151029298914
"4122",635000,600323.948333333,-34676.0516666668,-0.0577622328126958
"4121",661000,562939.27875,-98060.7212499998,-0.174194135942588
"4120",405000,424962.810416667,19962.8104166666,0.0469754292077783
"4119",910000,1032417.83983333,122417.839833333,0.118573929188492
"4118",340000,395568.411416667,55568.4114166668,0.140477373351571
"4117",470000,609201.821166667,139201.821166667,0.228498695063132
"4116",550000,603957.850833334,53957.8508333336,0.0893404245989736
"4115",365070,321190.939333333,-43879.0606666667,-0.136613631622805
"4114",462600,511966.319583333,49366.3195833333,0.0964249359674877
"4113",441000,421085.748583333,-19914.2514166667,-0.0472926274129784
"4112",649950,579960.216666667,-69989.7833333333,-0.120680317928704
"4111",350000,350754.4325,754.432499999995,0.00215088514954118
"4110",198500,244157.204333333,45657.2043333333,0.186999210029454
"4109",685000,577027.277666667,-107972.722333333,-0.18711892229765
"4108",698000,690469.124666666,-7530.8753333335,-0.0109068965784229
"4107",1040000,1032532.92366667,-7467.07633333351,-0.00723180458674082
"4106",389000,416082.5525,27082.5524999999,0.0650893730998248
"4105",417000,358626.131833333,-58373.8681666667,-0.162770816137278
"4104",359950,335300.9165,-24649.0834999999,-0.0735133197883757
"4103",269950,240786.12475,-29163.87525,-0.12111941782476
"4102",634800,684495.688083333,49695.6880833334,0.0726019008570924
"4101",125000,200195.056666667,75195.0566666668,0.375608958176573
"4100",875000,1083324.11075,208324.11075,0.19230081624028
"4099",1060000,871772.15775,-188227.84225,-0.215914032785592
"4098",280000,281276.95775,1276.95775,0.00453985907773848
"4097",599999,806273.947166667,206274.947166667,0.25583729685368
"4096",265000,237170.0775,-27829.9225000001,-0.117341625863406
"4095",660000,656150.742,-3849.25799999991,-0.00586642329819984
"4094",845000,897031.213,52031.213,0.0580037932303254
"4093",458000,425853.277416667,-32146.7225833332,-0.0754877895465389
"4092",937500,1426470.4875,488970.4875,0.342783458742956
"4091",462500,499532.50775,37032.5077499999,0.0741343299494205
"4090",135000,182566.288333333,47566.2883333333,0.260542561102441
"4089",499500,653185.589666667,153685.589666667,0.235286252633184
"4088",515000,490205.514916667,-24794.4850833333,-0.0505797758875647
"4087",262500,329308.314166667,66808.3141666666,0.202874665754276
"4086",555750,323664.767,-232085.233,-0.717054361990535
"4085",220000,307627.169333333,87627.1693333334,0.284848602687573
"4084",246700,267853.924416667,21153.9244166666,0.0789756000877558
"4083",382450,362060.691,-20389.3089999999,-0.0563146166011153
"4082",905000,571247.975,-333752.025,-0.584250692529807
"4081",450000,498006.008333333,48006.0083333334,0.0963964440790466
"4080",280000,297292.298,17292.2980000001,0.0581659804721886
"4079",940000,665428.782083333,-274571.217916667,-0.412622996343854
"4078",875000,665428.782083333,-209571.217916667,-0.314941618937098
"4077",350000,381208.259333333,31208.2593333333,0.0818666924686026
"4076",252000,255819.669416667,3819.66941666667,0.014931101370651
"4075",435000,408814.5955,-26185.4044999999,-0.0640520294241793
"4074",761000,703508.5725,-57491.4275000003,-0.0817210048993403
"4073",445000,424307.2075,-20692.7925,-0.0487684209323736
"4072",324888,353971.2135,29083.2135000001,0.082162651624777
"4071",979000,863689.21375,-115310.78625,-0.133509582398672
"4070",405000,389558.034833333,-15441.9651666667,-0.0396397039359573
"4069",3e+05,370749.170833333,70749.1708333335,0.190827590185328
"4068",373000,378925.582416667,5925.58241666673,0.0156378526328976
"4067",565000,636607.216416667,71607.2164166667,0.112482570995235
"4066",244000,269882.531583333,25882.5315833333,0.0959029524122476
"4065",383000,474227.844916667,91227.8449166665,0.192371337732599
"4064",526000,444170.4045,-81829.5955000001,-0.184230184341335
"4063",212500,204282.88625,-8217.11375000005,-0.0402241905861072
"4062",725000,665788.5335,-59211.4664999999,-0.0889343440457432
"4061",465000,427016.2925,-37983.7074999999,-0.0889514244939492
"4060",228950,198113.15825,-30836.84175,-0.155652668517287
"4059",299950,357077.241666667,57127.2416666667,0.159985669767202
"4058",650000,698606.011333334,48606.0113333336,0.069575712983869
"4057",363000,351230.513666667,-11769.4863333332,-0.0335092933995564
"4056",703011,654639.359,-48371.6410000001,-0.0738905174810915
"4055",560000,500480.034166667,-59519.9658333332,-0.11892575481545
"4054",4e+05,553460.659416667,153460.659416667,0.277274738151055
"4053",439000,420036.022916667,-18963.9770833332,-0.0451484540579405
"4052",339888,370891.429166667,31003.4291666666,0.0835916570957876
"4051",245000,305654.702833333,60654.7028333333,0.198441909354187
"4050",925000,711321.072,-213678.928,-0.300397297944802
"4049",227064,464659.161,237595.161,0.511332135341242
"4048",310000,287887.9185,-22112.0815,-0.0768079522586844
"4047",267000,248861.196916667,-18138.8030833334,-0.0728872291384477
"4046",704300,553347.546666667,-150952.453333333,-0.272798631244798
"4045",269900,250097.042416667,-19802.9575833333,-0.0791810946342229
"4044",580000,559224.753333333,-20775.2466666667,-0.0371500841885719
"4043",412450,562227.60475,149777.60475,0.266400303870885
"4042",494000,399630.319416667,-94369.6805833334,-0.236142444650053
"4041",619000,558027.221166667,-60972.7788333333,-0.109264882644717
"4040",385000,376323.22975,-8676.77025,-0.0230566958509688
"4039",390000,333256.51325,-56743.48675,-0.170269700647779
"4038",690000,674291.863,-15708.137,-0.0232957534592109
"4037",825050,968591.1015,143541.1015,0.148195767313685
"4036",2150000,1371818.371,-778181.629,-0.567262872003046
"4035",365000,415615.628833333,50615.6288333334,0.121784710010582
"4034",325000,321794.980333333,-3205.01966666669,-0.00995981871235763
"4033",2500000,2097103.45833333,-402896.541666667,-0.192120488889408
"4032",276000,261898.435833333,-14101.5641666667,-0.0538436364531807
"4031",550000,557611.317583333,7611.31758333335,0.0136498620873058
"4030",526000,540531.480416667,14531.4804166666,0.0268836893745117
"4029",777000,883750.051,106750.051,0.1207921299458
"4028",1350000,976818.716666667,-373181.283333333,-0.382037400559636
"4027",290000,334825.576666667,44825.5766666667,0.133877397040348
"4026",1010000,796556.660666667,-213443.339333333,-0.267957509958795
"4025",8e+05,2334387.14066667,1534387.14066667,0.657297632400626
"4024",960000,1375308.55033333,415308.550333333,0.301974818838053
"4023",430000,455003.01325,25003.01325,0.0549513135559437
"4022",359950,365545.137083333,5595.13708333328,0.0153062823594826
"4021",390000,514233.309166667,124233.309166667,0.24158938550284
"4020",346150,396491.253916667,50341.2539166667,0.126966871070622
"4019",759600,280796.135,-478803.865,-1.70516543968812
"4018",760750,783420.317833333,22670.3178333332,0.0289376179265191
"4017",521450,515252.772083333,-6197.22791666666,-0.0120275489088768
"4016",1390000,930550.825,-459449.175,-0.493738936828087
"4015",820000,674551.520833333,-145448.479166667,-0.215622490906227
"4014",2400000,1522762.20283333,-877237.797166667,-0.576083248936985
"4013",525000,428412.878666667,-96587.1213333334,-0.225453356196802
"4012",314950,269141.968666667,-45808.0313333333,-0.170200253644079
"4011",639000,590196.92425,-48803.07575,-0.0826894782822141
"4010",559950,529003.5355,-30946.4645000001,-0.0584995419184682
"4009",770000,672262.30525,-97737.6947500001,-0.145386248770342
"4008",235000,278431.648583333,43431.6485833333,0.155986752239965
"4007",295000,251288.761083333,-43711.2389166667,-0.173948244753258
"4006",395000,452793.9965,57793.9964999999,0.127638610376319
"4005",282500,259126.512916667,-23373.4870833333,-0.0902010636435727
"4004",247500,319313.71175,71813.7117500001,0.224900181568855
"4003",762000,794899.20925,32899.20925,0.0413879003364979
"4002",645000,820531.611666666,175531.611666666,0.213924252485686
"4001",210000,193612.591833333,-16387.4081666667,-0.0846401983026675
"4000",420000,355683.2475,-64316.7525000001,-0.180825925741695
"3999",291000,344598.572,53598.572,0.155539158763548
"3998",720000,869697.578333333,149697.578333333,0.17212601490763
"3997",318700,390259.915166667,71559.9151666667,0.183364758679112
"3996",241250,242021.478583333,771.478583333344,0.00318764511252958
"3995",425000,440947.197083333,15947.1970833333,0.0361657749245643
"3994",810000,797786.213333334,-12213.7866666664,-0.0153095985648015
"3993",525000,564782.4855,39782.4855000001,0.0704385963116062
"3992",499900,488720.511166667,-11179.4888333332,-0.0228750146103869
"3991",790000,814165.658583333,24165.6585833334,0.0296815007223249
"3990",1500000,1198423.17541667,-301576.824583333,-0.251644686759735
"3989",580000,554257.237083333,-25742.7629166667,-0.0464455151765501
"3988",202000,390126.441666667,188126.441666667,0.4822191514704
"3987",415000,443639.168333333,28639.1683333335,0.0645550942693479
"3986",354000,436730.382583333,82730.3825833334,0.189431250681414
"3985",155000,214180.021166667,59180.0211666666,0.276309717611873
"3984",735000,800264.667666667,65264.6676666666,0.0815538537481092
"3983",355000,352028.776583333,-2971.22341666667,-0.00844028560819464
"3982",310597,307103.206333333,-3493.79366666666,-0.0113766108416154
"3981",750000,662275.663833333,-87724.3361666667,-0.132458945658531
"3980",218000,214783.046416667,-3216.95358333326,-0.0149776885885702
"3979",350000,363680.633333333,13680.6333333334,0.0376171620906586
"3978",635000,586253.595833333,-48746.4041666667,-0.0831490066979902
"3977",279000,283840.9175,4840.91749999992,0.0170550375281954
"3976",210000,504635.8555,294635.8555,0.58385834515875
"3975",450000,544506.54,94506.54,0.173563645351257
"3974",276000,298227.7785,22227.7785,0.074532890972797
"3973",375000,377246.270583333,2246.27058333327,0.00595438777926123
"3972",432000,491065.356916667,59065.3569166667,0.120280032147921
"3971",122000,171452.76875,49452.76875,0.28843377164768
"3970",335000,358499.325,23499.325,0.0655491471287987
"3969",405000,443972.294333333,38972.2943333334,0.0877809152299785
"3968",576000,538347.289583333,-37652.7104166666,-0.0699413021022336
"3967",235500,318667.941166667,83167.9411666666,0.260986219266936
"3966",680000,727711.8075,47711.8075,0.0655641519187525
"3965",364950,471429.912916667,106479.912916667,0.225865839224947
"3964",502000,429070.426666667,-72929.5733333334,-0.1699711021799
"3963",6e+05,590097.726166667,-9902.27383333328,-0.0167807354514979
"3962",665000,636562.355,-28437.6449999999,-0.0446737774809192
"3961",410000,530254.821,120254.821,0.226786850845058
"3960",460000,532072.425833333,72072.4258333333,0.135456043827968
"3959",1150000,1190440.25,40440.2500000002,0.0339708355795263
"3958",1020000,1006734.00966667,-13265.9903333333,-0.0131772545736541
"3957",7e+05,763838.0255,63838.0254999999,0.0835753436839076
"3956",265000,276436.43875,11436.43875,0.0413709524030684
"3955",7e+05,999322.520833333,299322.520833333,0.299525443080907
"3954",317000,334974.646583333,17974.6465833334,0.0536597225093623
"3953",210000,234670.541166667,24670.5411666666,0.105128411278283
"3952",550000,822000.468666667,272000.468666667,0.330900624798752
"3951",550000,819606.093666667,269606.093666667,0.328945936041705
"3950",998000,676322.341833333,-321677.658166667,-0.475627727001717
"3949",355000,305101.261416667,-49898.7385833333,-0.163548122848264
"3948",304000,312925.083,8925.08299999998,0.028521468827093
"3947",4e+05,548732.452,148732.452,0.271047304488563
"3946",480000,442781.319666667,-37218.6803333334,-0.0840565730310218
"3945",577000,529478.024416667,-47521.9755833334,-0.0897524984831789
"3944",535000,557207.734166667,22207.7341666667,0.0398553946848559
"3943",675000,537219.546833333,-137780.453166667,-0.256469545791512
"3942",450000,490944.013333333,40944.0133333333,0.0833985387770352
"3941",433500,448762.274,15262.2740000002,0.0340097082224878
"3940",425000,387484.934166667,-37515.0658333334,-0.0968168373152728
"3939",311000,293307.83925,-17692.16075,-0.0603194268357764
"3938",442500,380761.401416667,-61738.5985833333,-0.162145108074578
"3937",315000,306459.629916667,-8540.37008333323,-0.0278678470167687
"3936",215000,247901.43875,32901.43875,0.132719837835149
"3935",1380000,1632446.72,252446.72,0.154643160421187
"3934",515000,413134.983333333,-101865.016666667,-0.246565942793758
"3933",239000,237177.955666667,-1822.04433333332,-0.00768218247017042
"3932",880000,1113119.58166667,233119.581666667,0.209429054619287
"3931",210000,254482.49,44482.4899999999,0.174795876918683
"3930",405000,395986.226416667,-9013.77358333324,-0.0227628462355878
"3929",1300000,1236694.95383333,-63305.0461666668,-0.0511888934053161
"3928",635000,490891.648166667,-144108.351833333,-0.293564480820839
"3927",775000,881064.188916667,106064.188916667,0.120381908890294
"3926",540000,441638.646666667,-98361.3533333333,-0.222719080578048
"3925",1500000,1500464.375,464.375,0.000309487521154909
"3924",475000,467445.388083333,-7554.61191666662,-0.0161614856179089
"3923",431500,438490.814166667,6990.81416666665,0.0159428976407462
"3922",1210000,1045344.78825,-164655.21175,-0.157512826008008
"3921",575000,631090.565833333,56090.5658333334,0.0888787899392344
"3920",210000,281865.835833333,71865.8358333333,0.254964691342825
"3919",825000,695351.919333333,-129648.080666667,-0.186449590577051
"3918",335000,348634.6,13634.6000000001,0.0391085681111401
"3917",711777,575801.058916667,-135975.941083333,-0.236150904861417
"3916",425000,392323.758333333,-32676.2416666666,-0.0832889698178912
"3915",7060000,3950662.33333333,-3109337.66666667,-0.787042122135301
"3914",357823,398010.8215,40187.8215000001,0.100971680489848
"3913",965000,863520.149166667,-101479.850833333,-0.117518798989538
"3912",716000,491434.33,-224565.67,-0.456959671498733
"3911",408500,370974.925,-37525.075,-0.101152591377975
"3910",420000,475642.454166667,55642.4541666668,0.116983784099242
"3909",490000,649145.891666666,159145.891666666,0.245161979317258
"3908",220000,214244.47375,-5755.52624999997,-0.0268642926898364
"3907",1420000,1115653.4325,-304346.5675,-0.272796693519786
"3906",455000,437314.620833333,-17685.3791666666,-0.0404408595645988
"3905",975000,860370.417083333,-114629.582916667,-0.13323282697848
"3904",978500,1027265.50708333,48765.5070833334,0.0474711812545824
"3903",270000,348644.44675,78644.4467499999,0.225572061976346
"3902",550000,563018.436833333,13018.4368333333,0.0231225764231716
"3901",330000,486010.77525,156010.77525,0.32100270857112
"3900",418800,434172.1,15372.0999999999,0.0354055454046907
"3899",450000,464686.271833334,14686.2718333335,0.0316047034817525
"3898",876650,997457.4095,120807.4095,0.121115356254216
"3897",385000,418114.5875,33114.5875,0.0791997899379677
"3896",418000,464316.913666667,46316.9136666666,0.0997528031036094
"3895",422500,311849.158333333,-110650.841666667,-0.354821678076786
"3894",308000,274968.42525,-33031.57475,-0.120128610112117
"3893",695500,671051.102583333,-24448.8974166667,-0.0364337340666698
"3892",1230000,1116028.471,-113971.529,-0.102122420674338
"3891",395000,502665.955916667,107665.955916667,0.214189870329145
"3890",341500,378168.998416667,36668.9984166667,0.0969645808360652
"3889",680000,1025165.51666667,345165.516666667,0.336692476536838
"3888",425000,386934.71,-38065.2899999999,-0.0983765193874696
"3887",730000,596155.252083333,-133844.747916667,-0.224513241221864
"3886",248000,309841.004,61841.0040000001,0.199589477188759
"3885",440000,628882.051083333,188882.051083333,0.300345749664756
"3884",589950,665674.896333333,75724.8963333335,0.113756575094601
"3883",265000,255340.379333333,-9659.62066666665,-0.0378303685922567
"3882",215000,211783.324333333,-3216.67566666674,-0.0151885219329351
"3881",357000,269658.12175,-87341.87825,-0.323898563422371
"3880",390000,277633.127083333,-112366.872916667,-0.404731503394907
"3879",216000,273562.227083333,57562.2270833333,0.210417306866706
"3878",410000,307606.1605,-102393.8395,-0.332873175665804
"3877",408000,473731.1365,65731.1365000001,0.138751987014474
"3876",387000,373589.965833333,-13410.0341666666,-0.0358950598064219
"3875",215000,278559.47125,63559.47125,0.228171998477686
"3874",210000,220815.079583333,10815.0795833333,0.0489779937300514
"3873",325000,308124.752666667,-16875.2473333334,-0.0547675809466346
"3872",2950000,2457143.29166667,-492856.708333333,-0.200581183036758
"3871",120000,244081.2725,124081.2725,0.508360478577888
"3870",1330000,963931.356666667,-366068.643333333,-0.379766298504098
"3869",250000,275666.623,25666.623,0.0931074742407245
"3868",490000,509942.8025,19942.8025,0.0391079203436742
"3867",442000,430950.31,-11049.69,-0.0256402878559247
"3866",635000,691580.525416667,56580.525416667,0.0818133584409105
"3865",790000,733606.210833333,-56393.7891666667,-0.0768720170765821
"3864",432000,441844.721,9844.72100000008,0.0222809519546123
